1.1,1.06,1.21,1.45,1.72,2.08,2.48,2.93,3.46,3.85,4.23,6.2,7.5,6.2,4.8,4.2,3.8,3.5,3.2
1.01,0.94,1.04,1.31,1.6,1.97,2.41,2.91,3.42,3.87,4.26,6.4,7.8,6.4,5.0,4.4,4.0,3.7,3.4
0.86,0.78,0.86,1.03,1.36,1.82,2.34,2.87,3.4,3.86,4.33,6.8,8.2,6.8,5.2,4.6,4.2,3.9,3.6
0.73,0.58,0.58,0.58,1.08,1.68,2.24,2.8,3.33,3.89,4.38,7.2,8.6,7.2,5.4,4.8,4.4,4.1,3.8
0.6,0.43,0.32,0.01,0.76,1.53,2.15,2.74,3.38,3.9,4.45,7.6,9.0,7.6,5.6,5.0,4.6,4.3,4.0
0.5,0.29,0.16,0.01,0.57,1.38,2.08,2.74,3.4,3.97,4.55,8.2,9.6,8.2,6.0,5.4,5.0,4.7,4.4
0.4,0.2,0.1,0.01,0.56,1.35,2.04,2.78,3.51,4.02,4.62,8.8,10.2,8.8,6.4,5.8,5.4,5.1,4.8
0.33,0.15,0.08,0.01,0.48,1.3,2.02,2.75,3.51,4.1,4.73,9.4,10.8,9.4,6.8,6.2,5.8,5.5,5.2
0.27,0.11,0.06,0,0.48,1.31,2.08,2.76,3.53,4.16,4.91,9.8,11.2,9.8,7.2,6.6,6.2,5.9,5.6
0.18,0.09,0.05,0,0.44,1.22,2.08,2.83,3.61,4.26,5.0,10.2,11.5,10.2,7.6,7.0,6.6,6.3,6.0
0.1,0.07,0.04,0,0.44,1.28,2.07,2.8,3.67,4.33,5.11,10.5,11.8,10.5,8.0,7.4,7.0,6.7,6.4
0.09,0.07,0.04,0,0.43,1.24,2.11,2.89,3.69,4.4,5.17,10.8,12.0,10.8,8.4,7.8,7.4,7.1,6.8
0.09,0.07,0.04,0,0.41,1.31,2.13,2.98,3.7,4.43,5.27,11.0,12.2,11.0,8.6,8.0,7.6,7.3,7.0
0.09,0.07,0.04,0,0.42,1.26,2.1,2.98,3.71,4.42,5.2,10.8,12.0,10.8,8.4,7.8,7.4,7.1,6.8
0.1,0.08,0.04,0,0.51,1.35,2.14,2.97,3.79,4.48,5.2,10.5,11.8,10.5,8.0,7.4,7.0,6.7,6.4
0.12,0.08,0.05,0,0.44,1.31,2.09,2.93,3.7,4.38,5.19,9.8,11.2,9.8,7.6,7.0,6.6,6.3,6.0
0.14,0.11,0.06,0,0.44,1.3,2.08,2.89,3.72,4.39,5.15,9.4,10.8,9.4,7.2,6.6,6.2,5.9,5.6
0.18,0.14,0.07,0,0.48,1.31,2.06,2.87,3.68,4.29,5.07,8.8,10.2,8.8,6.8,6.2,5.8,5.5,5.2
0.23,0.18,0.09,0,0.6,1.36,2.11,2.88,3.61,4.26,4.93,8.2,9.6,8.2,6.4,5.8,5.4,5.1,4.8
0.3,0.23,0.13,0,0.6,1.42,2.15,2.91,3.61,4.23,4.87,7.6,9.0,7.6,6.0,5.4,5.0,4.7,4.4
0.4,0.33,0.19,0,0.74,1.5,2.24,2.92,3.59,4.18,4.78,7.2,8.6,7.2,5.6,5.0,4.6,4.3,4.0
0.56,0.49,0.38,0,0.96,1.62,2.32,2.97,3.53,4.18,4.71,6.8,8.2,6.8,5.2,4.6,4.2,3.9,3.6
0.71,0.69,0.69,0.76,1.29,1.89,2.45,3.04,3.58,4.1,4.64,6.4,7.8,6.4,5.0,4.4,4.0,3.7,3.4
0.87,0.93,1.04,1.18,1.59,2.05,2.56,3.1,3.58,4.12,4.58,6.2,7.5,6.2,4.8,4.2,3.8,3.5,3.2
1.02,1.12,1.26,1.45,1.85,2.21,2.64,3.14,3.64,4.08,4.53,6.0,7.2,6.0,4.6,4.0,3.6,3.3,3.0
1.15,1.26,1.43,1.67,1.97,2.34,2.74,3.16,3.61,4.07,4.49,5.8,7.0,5.8,4.4,3.8,3.4,3.1,2.8
